message_type,source_ip_encoded,dest_ip_encoded,packet_size,timestamp_delta,sequence_number,flow_label,teid,qfi,priority,label
51,535,680,698.2289098221136,0.22541174460985466,24037,160966,78592,43,0,0
51,161,476,460.85099086509547,0.057921972117122925,65190,980467,93142,31,6,1
4,669,72,1127.5838513868725,0.028755104321900562,1486,501775,92202,46,4,0
4,593,140,1071.0316587463412,0.0067851485556871625,14714,386868,98304,10,14,0
5,914,581,2094.7502971112685,0.05865849163258492,62649,185639,4298,41,1,1
5,158,261,1484.1497919432823,0.08495851682072132,60580,914275,86480,1,11,0
50,187,339,447.1939603241719,0.05183866773879795,2420,559614,98753,25,13,0
52,59,307,1049.0700358295273,0.022597298661834575,61559,710419,5009,60,0,1
50,914,244,1500.0,0.02443854156248999,56296,791511,86814,3,10,0
1,816,514,787.8348153253296,0.11074853073391695,48081,943342,16821,16,14,0
2,318,336,1309.8949061460385,0.17645385781562084,64235,383556,71549,16,6,1
5,877,574,515.4915217374393,0.009661961666467989,61363,611628,22254,27,11,1
4,210,560,845.0865894730323,0.09091081386049116,43485,964613,29203,29,0,0
3,405,75,1379.5821124277268,0.055196894724363024,63870,871643,29237,39,2,0
4,663,879,1778.9816145465877,0.029591727283436377,63959,418810,67157,22,10,1
2,108,174,617.004613544437,0.029322712471433362,57601,304893,60264,45,14,0
50,75,108,681.1050900294752,0.17437403202797352,50932,691652,99253,23,5,0
4,541,182,460.72991225172103,0.06640848202578184,12962,642480,74856,28,14,0
52,313,191,544.6510579250883,0.07839603618723551,43076,860966,16576,3,5,0
1,997,64,340.4046320460885,0.018174974110589156,60589,251749,12205,37,14,1
2,116,848,1161.8311464031158,0.010032941011835581,61749,865665,11953,62,6,1
50,926,962,1879.549805968685,0.004491333439608453,60540,576106,83324,28,10,1
52,867,473,1359.9443658421874,0.06260900658074957,62422,898342,51143,18,13,1
3,703,782,1209.8716969897196,0.021844744740113095,42433,537717,33873,26,10,0
50,18,99,1121.9748202777996,0.11714260890795775,16361,582036,29377,28,0,0
51,431,543,635.9575731282116,0.049491363698172385,49411,573095,66085,55,6,0
52,684,863,572.1480015780654,0.05374687557404199,36844,269284,11641,35,1,0
52,739,127,583.6446329445633,0.06333275812147372,24883,325370,26438,34,5,0
1,349,451,284.8814154673853,0.04584047698479597,57167,762449,87682,51,12,0
2,182,913,1214.5486047580084,0.0053024808307008744,60290,408117,7904,5,7,1
3,112,368,64.0,0.0370530215017796,48054,875247,83705,58,12,0
1,182,850,977.4246527859158,0.10898538382002938,7632,814957,26864,22,4,0
50,480,42,821.5642807156624,0.109596898966969,3018,282635,43382,38,9,0
1,145,883,941.431959948452,0.033718652179813444,20726,199888,28549,45,2,0
52,830,418,1117.1048848844407,0.061637620666635466,60125,166052,49957,62,10,0
2,627,487,1289.4575647524841,0.010749297510917195,62090,506733,74527,43,7,1
5,112,77,1289.4715212964268,0.02361934337496321,24763,226597,11468,47,7,0
1,762,825,986.583743285663,0.0023316825037002554,50950,8078,57955,51,3,0
51,475,800,572.861945955185,0.22705686327621633,58269,615942,23902,7,7,0
1,762,269,728.6866873562363,0.023661724658939093,785,129101,55984,54,4,0
50,302,673,182.41903796243855,0.01290835624056351,63935,482737,23302,1,12,1
50,970,700,794.0143017875254,0.016397532718119827,63958,441920,85181,12,10,1
3,824,758,1028.551617329974,0.00681436342510363,63859,541285,69904,39,4,1
50,117,899,963.8820828672998,0.1019605794180303,31128,473026,16205,56,2,0
4,812,727,574.8916914374568,0.0078116097388631865,3197,656228,19756,20,14,0
2,160,314,426.12079581967083,0.01441041463879206,9553,508715,59818,30,6,0
2,400,924,233.74042909756224,0.10349524469909284,41301,419614,2094,51,10,0
5,197,850,931.6121166330067,0.020750068236564306,61255,212650,69538,47,13,1
5,259,901,1385.255540710379,0.12308228169935942,31922,359500,96320,35,10,0
2,659,888,1321.9981657036647,0.04075723802260581,65331,375855,22941,60,8,1
51,751,992,1081.8738237065536,0.029574270297000577,3000,807678,73347,47,8,0
5,46,944,529.9837302007252,0.10521904997131025,65351,151633,44041,51,0,0
3,986,167,327.9650719693344,0.012360785736982231,50346,933758,37323,37,0,0
50,398,338,433.67676077357976,0.07687555644024446,44071,34512,91545,26,9,0
2,709,192,770.8606672527088,0.05747387494730084,49221,1018064,84438,35,11,0
52,558,452,201.76134695622306,0.031180207886286844,15596,1007036,92970,47,11,0
5,77,282,498.02287507706876,0.09263536883615897,22064,225226,87726,22,10,0
2,123,335,624.0917942086119,0.2050532211194819,51581,208467,94267,54,14,0
4,74,389,403.7224081810097,0.6816726764325568,6201,844297,9237,20,4,0
1,870,999,162.89509480255117,0.09358884404633398,38165,941084,72598,12,0,0
50,136,524,886.8961094629274,0.051869966671823,23378,464175,84125,36,3,0
2,601,239,813.7614334653695,0.0255159511425464,13411,889825,3903,46,11,0
1,399,831,1033.7089602890387,0.029718856886611075,45972,596432,99657,25,0,0
5,836,957,466.87227522426724,0.06528788973570614,3599,697845,34365,39,14,0
1,504,482,1027.9768229142414,0.04577236597024536,10565,968125,98984,6,1,0
50,499,658,1258.7912583460657,0.24512535914335803,45517,117363,94411,45,1,0
2,572,715,878.6644196710565,0.04593335062666051,30899,312809,20097,38,3,0
4,137,591,617.0191116660019,0.04675180666500419,58188,725772,12021,21,7,0
51,49,890,843.5241948527731,0.04837529391839626,49726,181675,58474,38,1,0
5,770,554,903.9956748169902,0.09058388953333057,60007,152110,44154,22,13,1
2,972,457,552.7149326963745,0.10520770101203691,40405,617830,41278,57,8,0
50,618,88,1004.9781168509977,0.0952355441279677,59941,887743,87222,29,14,0
5,624,659,1137.4273560957606,0.02033401899137942,61657,489562,38503,17,11,1
3,861,94,1161.5286960350086,0.1703222229537659,17863,800757,15676,61,8,0
1,253,451,667.2731032269289,0.003911913412253491,10266,166964,24366,41,1,0
51,629,427,697.6476257989967,0.20463718019452123,9706,394969,87813,17,0,0
50,709,150,630.0467014305584,0.07189777349381096,55280,1012571,78230,45,9,0
3,848,513,463.94496839383845,0.05079135926196764,62472,673356,89050,9,14,0
52,876,375,1044.3274695849773,0.06874977302338833,25545,855243,52149,38,9,0
2,562,21,1455.7134993842465,0.1100861407642541,14299,729643,89158,29,8,0
4,756,882,685.3318284301545,0.001284760468362241,62980,962715,89248,25,14,0
5,914,312,595.8512168974981,0.20522300083002293,55829,116737,93322,6,1,0
1,425,996,576.4029548878729,0.059192636721871465,32671,456036,68079,6,7,0
5,546,839,596.0800317198859,0.042002030243529914,51349,262968,82599,4,13,0
51,301,518,1294.9351058722405,0.014878492782997363,42472,407096,70903,0,2,0
2,921,205,584.4558440720325,0.057886426203267165,46105,764705,26466,45,0,0
5,580,951,624.4199597331381,0.06858196352817866,40935,642006,32287,17,10,0
1,348,374,641.8405865320626,0.025846099653799737,64578,328761,54796,12,0,1
2,831,450,888.0946321589212,0.11352558183533512,48885,273661,40179,24,9,0
5,932,625,779.831131354704,0.05462741105691282,6051,677043,79184,39,1,0
4,979,783,688.2695508888479,0.16274792454283363,64428,410092,49987,7,6,1
50,48,594,532.1511208045761,0.09144861556606643,21035,365212,43202,9,11,0
2,916,178,1259.8800111606672,0.1647544511832584,45481,973858,43316,31,5,0
50,73,209,809.8123268806304,0.011581037363231031,8485,467018,75397,16,11,0
52,703,499,830.5056186341893,0.05063212718510272,62649,732079,55179,37,10,0
2,260,463,1247.5442212617277,0.02053753019673825,61256,773408,10746,14,1,1
4,355,839,1218.387616463353,0.08427670456993339,53679,778610,72355,14,3,0
50,581,123,486.4356913037869,0.19740983706146908,31324,479818,79638,56,1,0
3,601,992,681.0813439470636,0.008157695326880186,20797,901448,5029,47,0,0
1,259,112,1123.96565700187,0.003767156627232697,63950,209485,98262,62,11,1
3,637,11,283.6472524130827,0.18992402855194068,21828,272126,48567,39,2,0
5,742,125,525.1575450255971,0.023933656082514146,58933,992008,43723,50,14,0
4,294,564,1114.002448184281,0.11048917264841229,57940,419814,86624,19,3,0
3,930,330,1028.0640488990352,0.07828052548429985,35362,145711,74975,14,9,0
2,640,900,1081.1200625306094,0.1789124513099422,10316,594498,83693,34,4,0
5,791,282,623.2729332405796,0.013363300902889862,47969,594140,84085,5,4,0
5,312,139,660.291427964349,0.013901263375799493,26520,900050,39880,29,14,0
3,611,400,263.58035148859017,0.08137755710278993,9108,779427,24768,56,6,0
52,837,901,1079.580362694893,0.2925808031949795,56005,9695,68100,62,13,0
3,808,96,1128.9956806298287,0.05361395999127575,55782,48582,48658,7,14,0
52,181,516,1125.1762899606824,0.039592392072697324,3870,293238,8499,30,9,0
4,685,568,1281.227376043172,0.0933155453200115,15448,715995,73668,47,7,0
1,827,923,926.6325780469717,0.26656892392483506,27371,284331,25108,46,8,0
3,363,845,1267.0645509640076,0.18135624328727462,62696,904445,28794,31,11,0
51,187,68,739.8576172526365,0.5400042439159688,60423,653009,2697,44,6,0
52,568,117,269.896890498335,0.002282715142793755,7972,630971,53840,57,4,0
3,542,887,1058.2174031720353,0.011975038241641473,31270,787646,89242,51,8,0
50,595,58,388.24989329608707,0.04701223804557453,61039,810372,23398,14,7,1
2,663,32,851.0606148480095,0.17180060076229353,25652,519382,7705,17,9,0
51,984,317,1086.5971406372767,0.03358145321856739,56975,568694,16443,12,8,0
51,547,49,1345.9164582158387,0.013669967101731515,62116,1008725,63789,23,9,1
52,724,879,1483.4729211746826,0.15463495017981055,23447,960985,9766,39,7,0
50,925,488,210.22130175590655,0.0058033700871795825,60812,147049,10003,13,5,0
50,407,18,775.1417982392254,0.04610560149370293,38109,1045323,11391,27,3,0
5,875,725,805.2366395757967,0.07048336472616727,9644,438055,44437,10,8,0
52,617,196,595.153732717914,0.04108866539615062,60684,451090,84483,5,11,1
1,413,890,453.8801627827143,0.13042173798349463,13455,844846,6642,61,8,0
2,341,449,546.46141675202,0.043826580230776874,3933,363584,33710,55,9,0
4,219,989,705.158717677832,0.0474257635787914,64018,943042,39310,24,9,1
51,902,558,1151.4024074262593,0.04401909007051201,65089,235994,15625,60,8,1
4,162,678,619.110529954352,0.07932241247937977,2430,890001,9967,0,13,0
3,950,451,895.3725152287025,0.10229946304174327,28209,711601,89351,24,9,0
3,219,288,994.8291398609188,0.030036100626345326,7445,204573,34190,1,2,0
4,269,140,974.5336879156667,0.008844741150431103,10511,730493,71302,61,10,0
3,631,83,676.9621264445732,0.012700606841010332,44046,60481,95759,31,11,0
1,905,693,885.3426888393417,0.02543535336705521,10538,762372,17224,12,14,0
50,847,390,1110.53867485302,0.06935431299831439,7148,289884,78184,32,2,0
3,399,590,933.669374383247,0.18353524904115132,40400,849760,4960,31,10,0
5,181,214,1357.693308333026,0.12082932643813793,3599,989609,27258,55,5,0
3,990,525,1094.6536960300064,0.1556089601000968,37098,968147,97521,23,5,0
2,617,214,1315.5221217945384,0.04322850035474704,6719,496733,50803,26,14,0
1,728,402,64.0,0.05186120958927265,42692,274025,87749,3,12,0
2,204,127,829.0028363420697,0.05003504900363956,57371,299140,27216,23,14,0
2,581,821,702.8202497143345,0.021303628278197467,13783,687537,55047,22,12,0
5,555,476,762.5060809057354,0.006317055924404737,49245,646484,94594,28,5,0
1,840,759,837.7682609531372,0.044691749598423064,61797,561465,34095,33,4,1
1,812,403,918.8598201152539,0.4529755100391046,57653,66126,38670,20,13,0
52,227,28,257.4930702747762,0.018251722187543364,52,318675,36127,29,4,0
1,695,791,921.0310588613872,0.004780970587003191,16703,26119,99890,25,1,0
1,618,337,568.4866339458379,0.1512001276159639,10185,642032,79037,19,13,0
1,595,830,649.8841729638698,0.029113603944710166,12469,116894,16773,15,6,0
5,849,713,931.5505308697213,0.17698637713034412,22073,158987,48587,2,11,0
3,249,360,823.6333183599,0.12171818848236034,15480,395924,51944,48,3,0
52,874,568,1116.176273421936,0.2912743823626621,28468,431965,68869,36,13,0
2,440,391,509.1489482462032,0.052581614860766505,23403,44989,49856,57,2,0
1,532,217,775.7883043348618,0.10846201550855182,7211,808538,22219,39,7,0
51,195,573,1066.6319351033453,0.06252171311864824,45703,803563,81009,43,3,0
3,689,668,908.3599231254195,0.09958446142528844,36725,832985,57206,24,14,0
3,928,201,927.6782760388389,0.059710800473368734,6058,975648,4960,22,10,0
2,986,16,1132.4128575149703,0.020903387071022878,62724,6553,82980,43,3,0
5,518,321,678.1272653391416,0.07090680801656102,30917,542169,45135,58,7,0
4,69,517,922.4261052949781,0.03760073874540689,61824,1379,25875,0,0,1
4,638,569,1459.1569966195511,0.08319572083000226,63534,352935,1302,32,8,1
3,398,324,755.1705541966732,0.1329992313521503,47359,367808,58018,14,13,0
50,977,411,1136.6610703093147,0.10900241444019781,59369,69306,43320,16,6,0
50,671,317,910.9320311345168,0.012034680179467096,23260,412942,89617,33,14,0
2,759,680,919.4921938693823,0.06375845698710735,60062,243825,86220,16,11,1
4,202,964,901.5152080433426,0.06937576795855878,13865,926592,95193,51,1,0
3,147,81,529.19010073324,0.2245255645894845,34294,427530,22456,57,10,0
5,471,473,1084.078540507117,0.2524116620948151,46046,511030,4113,40,11,0
4,654,467,380.8543080355545,0.0056736069559389065,7044,972545,57034,43,5,0
3,943,424,1166.6195822588556,0.17183690192639187,50431,628800,58361,3,7,0
3,198,944,896.2629533553732,0.003842631481079194,41474,278494,82419,12,10,0
1,916,730,750.6317091131978,0.04575528638308111,38894,500395,32146,3,4,0
5,425,688,1029.000245280163,0.07815412780585682,40643,99599,32736,6,5,0
1,665,203,1430.0969898730598,0.008014353369979813,60260,605685,72782,45,11,1
2,491,582,1199.1145056974183,0.1371657258356797,30869,341653,67642,58,9,0
1,887,386,1794.47778225906,0.00041949001642081616,63571,542057,21712,8,7,1
51,895,777,905.6871332498858,0.018464310762977918,60715,702609,5631,22,12,0
1,141,97,538.4687935875268,0.08693995836314654,23285,1000366,65489,32,5,0
